spearman,top_10_recall,fold,dataset,assay,model,split
0.41620209059233454,0.0,0,GDPa1_cross_validation,Tm2,antifold,test
-0.06313601050443154,0.0,1,GDPa1_cross_validation,Tm2,antifold,test
-0.3013276434329066,0.0,2,GDPa1_cross_validation,Tm2,antifold,test
0.2562977895557945,0.3333333333333333,3,GDPa1_cross_validation,Tm2,antifold,test
0.11013133208255162,0.25,4,GDPa1_cross_validation,Tm2,antifold,test
0.12180571929434587,0.15789473684210525,aggregated,GDPa1_cross_validation,Tm2,antifold,test
0.0836335116586685,0.11666666666666665,average,GDPa1_cross_validation,Tm2,antifold,test
0.24830645484269584,0.0,0,GDPa1_cross_validation,Titer,antifold,test
0.1352767159540847,0.25,1,GDPa1_cross_validation,Titer,antifold,test
0.25981611447461883,0.0,2,GDPa1_cross_validation,Titer,antifold,test
0.15893713154810013,0.0,3,GDPa1_cross_validation,Titer,antifold,test
0.16925434588630944,0.0,4,GDPa1_cross_validation,Titer,antifold,test
0.18787666238088777,0.043478260869565216,aggregated,GDPa1_cross_validation,Titer,antifold,test
0.19431815254116178,0.05,average,GDPa1_cross_validation,Titer,antifold,test
0.4162020905923346,0.0,0,GDPa1_cross_validation,Tm2,antifold,train
-0.06313601050443156,0.2,1,GDPa1_cross_validation,Tm2,antifold,train
-0.30132764343290663,0.0,2,GDPa1_cross_validation,Tm2,antifold,train
0.2562977895557945,0.2857142857142857,3,GDPa1_cross_validation,Tm2,antifold,train
0.1101313320825516,0.25,4,GDPa1_cross_validation,Tm2,antifold,train
0.12180571929434587,0.16883116883116883,aggregated,GDPa1_cross_validation,Tm2,antifold,train
0.0836335116586685,0.14714285714285716,average,GDPa1_cross_validation,Tm2,antifold,train
0.24830645484269584,0.0,0,GDPa1_cross_validation,Titer,antifold,train
0.13527671595408472,0.21052631578947367,1,GDPa1_cross_validation,Titer,antifold,train
0.25981611447461883,0.1111111111111111,2,GDPa1_cross_validation,Titer,antifold,train
0.15893713154810016,0.0,3,GDPa1_cross_validation,Titer,antifold,train
0.16925434588630947,0.1111111111111111,4,GDPa1_cross_validation,Titer,antifold,train
0.18787666238088777,0.042105263157894736,aggregated,GDPa1_cross_validation,Titer,antifold,train
0.19431815254116183,0.08654970760233918,average,GDPa1_cross_validation,Titer,antifold,train
